Date,Symbol,Open,High,Low,Close,Adj Close,Volume
2020-02-21,AAPL,79.38,79.94,78.53,78.88,78.88,57746340
2020-02-22,AAPL,77.39,79.93,76.6,77.42,77.42,47474318
2020-02-23,AAPL,76.1,77.19,75.15,75.48,75.48,51307405
2020-02-24,AAPL,77.1,78.56,77.1,77.66,77.66,40184913
2020-02-25,AAPL,78.46,78.93,78.32,78.38,78.38,46146864
2020-02-26,AAPL,78.82,80.07,77.58,78.56,78.56,71330333
2020-02-27,AAPL,75.43,75.93,75.22,75.49,75.49,43773004
2020-02-28,AAPL,74.99,75.62,74.35,75.18,75.18,53570154
2020-02-29,AAPL,74.47,74.7,73.53,74.13,74.13,56296288
2020-03-01,AAPL,72.7,73.45,72.26,72.9,72.9,49790984
2020-03-02,AAPL,73.54,73.98,72.68,73.08,73.08,47978073
2020-03-03,AAPL,73.16,73.76,72.17,72.76,72.76,63054788
2020-03-04,AAPL,73.04,73.26,72.55,72.79,72.79,48698569
2020-03-05,AAPL,73.15,73.74,71.4,72.93,72.93,39939826
2020-03-06,AAPL,71.57,72.14,70.71,71.16,71.16,56283455
2020-03-07,AAPL,70.82,71.19,70.34,71.14,71.14,59751197
2020-03-08,AAPL,70.64,71.16,70.35,70.93,70.93,44362754
2020-03-09,AAPL,69.85,70.02,69.41,69.77,69.77,45289616
2020-03-10,AAPL,69.58,71.08,69.08,70.09,70.09,47865528
2020-03-11,AAPL,71.04,71.65,70.41,70.52,70.52,49809837
2020-03-12,AAPL,69.1,69.31,68.88,69.11,69.11,41727690
2020-03-13,AAPL,70.36,70.44,69.55,69.83,69.83,56901439
2020-03-14,AAPL,69.35,69.35,69.2,69.27,69.27,42269902
2020-03-15,AAPL,69.47,70.48,68.64,69.3,69.3,71531824
2020-03-16,AAPL,68.54,68.66,66.74,68.24,68.24,41917017
2020-03-17,AAPL,66.89,68.52,66.54,67.09,67.09,42408673
2020-03-18,AAPL,67.41,68.67,66.65,67.29,67.29,44230963
2020-03-19,AAPL,66.25,67.12,64.87,66.09,66.09,61794401
2020-03-20,AAPL,64.9,66.35,64.83,65.47,65.47,62378163
2020-03-21,AAPL,63.19,63.38,63.16,63.38,63.38,45499345
2020-03-22,AAPL,63.82,64.26,63.75,64.17,64.17,55144388
2020-03-23,AAPL,64.71,66.08,63.89,65.08,65.08,53323140
2020-03-24,AAPL,64.6,64.68,63.35,64.11,64.11,50675184
2020-03-25,AAPL,67.33,67.5,66.1,66.75,66.75,56453759
2020-03-26,AAPL,68.24,69.05,67.52,68.58,68.58,32412605
2020-03-27,AAPL,66.27,67.13,65.79,66.95,66.95,65023570
2020-03-28,AAPL,67.6,68.53,65.91,67.05,67.05,49444523
2020-03-29,AAPL,67.56,68.96,67.5,67.57,67.57,36955304
2020-03-30,AAPL,68.6,69.24,68.12,68.47,68.47,39407864
2020-03-31,AAPL,68.71,69.39,68.04,68.39,68.39,44697423
2020-04-01,AAPL,67.27,68.0,66.89,67.3,67.3,38021221
2020-04-02,AAPL,69.96,70.45,69.8,69.95,69.95,48876719
2020-04-03,AAPL,69.85,70.38,69.27,69.64,69.64,44241817
2020-04-04,AAPL,68.46,70.3,67.52,69.25,69.25,66449677
2020-04-05,AAPL,69.11,69.32,66.79,68.91,68.91,61195749
2020-04-06,AAPL,68.4,69.84,68.26,68.73,68.73,42436492
2020-04-07,AAPL,66.56,67.5,65.44,66.78,66.78,58816397
2020-04-08,AAPL,67.26,67.31,66.19,66.77,66.77,65231240
2020-04-09,AAPL,67.14,67.61,66.55,67.49,67.49,36172002
2020-04-10,AAPL,69.39,70.36,68.35,68.74,68.74,43493574
2020-04-11,AAPL,67.87,68.65,67.83,68.07,68.07,41690498
2020-04-12,AAPL,68.42,68.6,67.8,68.43,68.43,44232286
2020-04-13,AAPL,69.64,70.32,69.4,69.47,69.47,57513871
2020-04-14,AAPL,67.33,67.78,66.77,67.15,67.15,42367408
2020-04-15,AAPL,64.2,64.76,64.03,64.73,64.73,40956833
2020-04-16,AAPL,65.01,65.6,64.22,65.55,65.55,43481638
2020-04-17,AAPL,65.33,65.87,64.67,65.61,65.61,44231081
2020-04-18,AAPL,66.33,67.06,65.38,66.71,66.71,25283554
2020-04-19,AAPL,65.84,65.97,65.4,65.65,65.65,43960148
2020-04-20,AAPL,65.71,66.53,65.54,65.76,65.76,53376026
2020-04-21,AAPL,65.06,65.5,64.8,65.22,65.22,45790155
2020-04-22,AAPL,66.28,66.86,65.38,65.6,65.6,62012139
2020-04-23,AAPL,64.4,65.72,63.19,65.06,65.06,46484865
2020-04-24,AAPL,65.63,65.85,64.94,65.09,65.09,58294055
2020-04-25,AAPL,62.28,62.76,61.29,62.21,62.21,61437540
2020-04-26,AAPL,62.5,63.03,61.08,62.63,62.63,51818662
2020-04-27,AAPL,62.8,63.47,62.27,62.94,62.94,41439161
2020-04-28,AAPL,62.88,63.33,62.67,63.03,63.03,60375399
2020-04-29,AAPL,62.3,63.0,62.03,62.39,62.39,53773004
2020-04-30,AAPL,63.04,63.88,62.19,63.33,63.33,54134349
2020-05-01,AAPL,65.45,66.53,64.29,65.71,65.71,64960443
2020-05-02,AAPL,66.55,66.76,65.8,66.57,66.57,74457519
2020-05-03,AAPL,66.78,67.26,66.42,66.74,66.74,52238840
2020-05-04,AAPL,65.84,67.08,64.8,65.69,65.69,65931866
2020-05-05,AAPL,64.69,65.1,64.66,65.01,65.01,60941915
2020-05-06,AAPL,63.29,63.39,62.55,62.81,62.81,39878956
2020-05-07,AAPL,60.98,61.03,59.95,60.73,60.73,37049212
2020-05-08,AAPL,60.83,60.99,59.42,60.33,60.33,47542569
2020-05-09,AAPL,59.19,60.03,59.05,60.0,60.0,56962063
2020-05-10,AAPL,62.57,62.73,61.53,62.22,62.22,75733598
2020-05-11,AAPL,62.29,62.31,62.17,62.29,62.29,48556395
2020-05-12,AAPL,61.41,61.6,61.07,61.58,61.58,42871542
2020-05-13,AAPL,61.63,62.63,59.99,61.71,61.71,60915068
2020-05-14,AAPL,62.59,63.46,62.36,63.24,63.24,35924883
2020-05-15,AAPL,61.91,63.35,61.34,62.26,62.26,62715550
2020-05-16,AAPL,62.8,63.49,62.5,63.16,63.16,37778721
2020-05-17,AAPL,63.98,64.3,63.53,64.06,64.06,54442633
2020-05-18,AAPL,63.97,64.66,63.21,63.6,63.6,55931012
2020-05-19,AAPL,63.31,64.1,62.62,63.2,63.2,48150978
2020-05-20,AAPL,62.87,63.31,61.66,62.54,62.54,34433708
2020-05-21,AAPL,62.9,64.41,61.59,63.3,63.3,66964563
2020-05-22,AAPL,63.54,63.91,63.28,63.57,63.57,49623652
2020-05-23,AAPL,65.01,65.11,64.73,64.97,64.97,49430543
2020-05-24,AAPL,64.81,66.25,64.33,65.37,65.37,51708654
2020-05-25,AAPL,65.14,65.36,64.78,65.13,65.13,42216952
2020-05-26,AAPL,65.07,65.65,63.96,65.39,65.39,60291556
2020-05-27,AAPL,66.09,66.74,64.9,66.0,66.0,60143700
2020-05-28,AAPL,63.17,63.97,63.15,63.57,63.57,55176590
2020-05-29,AAPL,62.71,63.18,62.27,62.65,62.65,35933389
2020-05-30,AAPL,61.08,62.09,60.43,61.49,61.49,40506011
2020-05-31,AAPL,64.89,65.01,64.18,64.73,64.73,57003098
2020-06-01,AAPL,64.02,65.66,63.92,63.99,63.99,61492733
2020-06-02,AAPL,63.07,64.2,62.68,63.09,63.09,68124485
2020-06-03,AAPL,63.8,64.38,63.18,63.98,63.98,56218099
2020-06-04,AAPL,61.74,62.12,61.7,61.97,61.97,56206720
2020-06-05,AAPL,61.77,62.43,61.4,62.19,62.19,55597904
2020-06-06,AAPL,63.8,64.09,63.49,63.53,63.53,33390390
2020-06-07,AAPL,64.15,64.32,63.26,64.08,64.08,39189434
2020-06-08,AAPL,65.42,65.88,65.4,65.43,65.43,50297561
2020-06-09,AAPL,66.49,66.72,66.18,66.66,66.66,45655037
2020-06-10,AAPL,66.32,66.64,65.41,66.25,66.25,41053926
2020-06-11,AAPL,65.85,66.95,65.72,66.0,66.0,60318445
2020-06-12,AAPL,64.12,64.69,63.98,64.04,64.04,60654803
2020-06-13,AAPL,63.82,65.29,63.14,63.37,63.37,45544974
2020-06-14,AAPL,65.73,66.08,64.94,65.22,65.22,47182153
2020-06-15,AAPL,63.17,64.1,62.69,63.46,63.46,49653151
2020-06-16,AAPL,64.25,64.9,63.13,63.76,63.76,47860111
2020-06-17,AAPL,63.91,64.63,63.45,63.7,63.7,51664522
2020-06-18,AAPL,64.42,66.0,63.91,64.32,64.32,44690030
2020-06-19,AAPL,63.35,63.93,62.59,63.52,63.52,64205042
2020-06-20,AAPL,62.54,63.09,62.19,62.8,62.8,56329318
2020-06-21,AAPL,62.57,64.03,61.45,63.05,63.05,43872113
2020-06-22,AAPL,62.65,62.86,62.15,62.56,62.56,70102045
2020-06-23,AAPL,62.09,63.2,61.64,62.34,62.34,49668730
2020-06-24,AAPL,64.41,64.72,64.4,64.58,64.58,61883932
2020-06-25,AAPL,67.66,68.18,66.96,67.84,67.84,56818914
2020-06-26,AAPL,70.55,70.81,69.93,70.35,70.35,61087035
2020-06-27,AAPL,71.69,72.45,70.67,71.5,71.5,63821589
2020-06-28,AAPL,72.37,72.54,71.5,72.43,72.43,41830643
2020-06-29,AAPL,72.82,72.99,71.89,72.97,72.97,51910990
2020-06-30,AAPL,72.54,73.58,72.07,73.03,73.03,71632547
2020-07-01,AAPL,72.66,72.84,71.44,72.58,72.58,49047044
2020-07-02,AAPL,73.21,73.35,72.66,72.99,72.99,51940899
2020-07-03,AAPL,74.17,74.66,73.65,74.56,74.56,61950466
2020-07-04,AAPL,72.08,72.56,70.95,72.28,72.28,49342497
2020-07-05,AAPL,72.15,73.2,69.91,71.48,71.48,54400144
2020-07-06,AAPL,70.4,71.27,70.23,70.76,70.76,44359213
2020-07-07,AAPL,69.25,69.7,68.88,68.95,68.95,68466369
2020-07-08,AAPL,66.96,67.94,66.93,67.48,67.48,52433394
2020-07-09,AAPL,67.27,68.11,66.18,67.15,67.15,49178488
2020-07-10,AAPL,68.77,69.08,68.26,68.65,68.65,54477085
2020-07-11,AAPL,70.0,70.13,69.04,69.53,69.53,49102643
2020-07-12,AAPL,71.29,72.83,71.27,71.54,71.54,35692248
2020-07-13,AAPL,71.48,72.32,71.01,71.72,71.72,45538165
2020-07-14,AAPL,68.85,70.68,67.76,69.01,69.01,57604146
2020-07-15,AAPL,70.24,70.92,70.06,70.09,70.09,49963974
2020-07-16,AAPL,68.99,69.59,68.32,68.47,68.47,50268858
2020-07-17,AAPL,68.05,68.93,67.59,68.76,68.76,39983799
2020-07-18,AAPL,68.98,69.43,67.98,68.37,68.37,55725827
2020-07-19,AAPL,70.61,70.65,69.83,70.28,70.28,56982233
2020-07-20,AAPL,71.15,71.6,70.09,70.84,70.84,44647647
2020-07-21,AAPL,72.77,74.28,72.2,72.7,72.7,67359638
2020-07-22,AAPL,72.75,73.34,72.52,72.99,72.99,54241659
2020-07-23,AAPL,73.54,73.77,71.97,73.75,73.75,67275431
2020-07-24,AAPL,74.41,74.5,73.94,74.4,74.4,39772074
2020-07-25,AAPL,73.4,74.31,72.92,74.01,74.01,45168135
2020-07-26,AAPL,75.88,77.46,75.71,76.34,76.34,60470983
2020-07-27,AAPL,78.73,79.77,78.7,78.91,78.91,48273727
2020-07-28,AAPL,80.57,81.84,79.12,80.31,80.31,63800913
2020-07-29,AAPL,79.46,79.85,79.1,79.3,79.3,44496948
2020-07-30,AAPL,78.23,79.16,77.8,78.24,78.24,46293856
2020-07-31,AAPL,78.32,80.36,76.95,79.45,79.45,46375590
2020-08-01,AAPL,77.17,78.57,76.8,77.67,77.67,53465038
2020-08-02,AAPL,77.78,77.84,76.6,77.6,77.6,59962668
2020-08-03,AAPL,76.23,77.16,75.09,76.83,76.83,58502217
2020-08-04,AAPL,76.16,76.54,74.58,76.29,76.29,53819354
2020-08-05,AAPL,77.35,77.53,76.75,76.95,76.95,48036501
2020-08-06,AAPL,76.82,77.4,76.78,76.84,76.84,57326400
2020-08-07,AAPL,76.75,78.28,76.01,76.72,76.72,53464884
2020-08-08,AAPL,77.11,79.88,77.01,78.25,78.25,61081828
2020-08-09,AAPL,76.85,77.66,76.14,76.62,76.62,69140313
2020-08-10,AAPL,76.41,77.07,75.95,76.33,76.33,51504189
2020-08-11,AAPL,77.81,77.85,76.73,76.88,76.88,60506543
2020-08-12,AAPL,79.05,79.56,77.69,78.58,78.58,66334315
2020-08-13,AAPL,76.9,77.48,76.73,76.78,76.78,53287624
2020-08-14,AAPL,77.44,78.69,76.93,77.28,77.28,47558433
2020-08-15,AAPL,79.23,80.21,78.3,78.77,78.77,57011727
2020-08-16,AAPL,78.84,78.95,78.2,78.3,78.3,48269281
2020-08-17,AAPL,77.89,79.45,76.65,78.32,78.32,41530386
2020-08-18,AAPL,75.94,77.26,74.94,76.77,76.77,66420151
2020-08-19,AAPL,78.05,80.08,77.28,78.32,78.32,46751686
2020-08-20,AAPL,75.26,76.3,73.18,74.4,74.4,60225704
2020-08-21,AAPL,78.57,79.02,77.57,78.03,78.03,58534155
2020-08-22,AAPL,79.33,79.41,79.17,79.22,79.22,42460354
2020-08-23,AAPL,78.11,78.85,77.34,78.77,78.77,38964106
2020-08-24,AAPL,79.61,80.34,77.82,79.06,79.06,40103718
2020-08-25,AAPL,80.15,80.73,79.71,80.54,80.54,40316555
2020-08-26,AAPL,80.18,81.2,79.92,80.71,80.71,34070062
2020-08-27,AAPL,81.42,81.88,81.24,81.43,81.43,63641404
2020-08-28,AAPL,81.45,81.73,81.01,81.63,81.63,50488600
2020-08-29,AAPL,81.41,82.24,80.27,81.7,81.7,67495767
2020-08-30,AAPL,79.39,80.24,78.68,79.66,79.66,47050503
2020-08-31,AAPL,81.38,81.88,80.7,81.65,81.65,71451491
2020-09-01,AAPL,79.84,80.34,79.38,79.71,79.71,48147123
2020-09-02,AAPL,79.52,79.64,78.74,79.51,79.51,72105230
2020-09-03,AAPL,78.08,78.69,76.07,78.62,78.62,41963254
2020-09-04,AAPL,81.88,82.33,80.73,81.2,81.2,66283966
2020-09-05,AAPL,80.5,81.05,79.68,80.58,80.58,43507224
2020-09-06,AAPL,78.62,79.23,78.42,78.61,78.61,34441043
2020-09-07,AAPL,79.46,81.04,78.83,79.13,79.13,62276689
2020-09-08,AAPL,77.86,78.19,76.67,77.21,77.21,49442309
2020-09-09,AAPL,78.11,78.53,77.36,78.08,78.08,51693608
2020-09-10,AAPL,75.83,76.55,75.27,75.87,75.87,62360931
2020-09-11,AAPL,77.76,78.61,77.28,77.52,77.52,62130976
2020-09-12,AAPL,78.65,78.95,77.59,77.74,77.74,46908835
2020-09-13,AAPL,77.89,78.5,77.15,77.95,77.95,42140105
2020-09-14,AAPL,75.18,76.26,74.35,75.88,75.88,28471094
2020-09-15,AAPL,77.42,77.42,75.82,76.47,76.47,50818293
2020-09-16,AAPL,76.67,76.89,76.11,76.31,76.31,53216978
2020-09-17,AAPL,75.67,75.8,74.73,75.3,75.3,55365098
2020-09-18,AAPL,73.95,73.96,73.14,73.94,73.94,54746982
2020-09-19,AAPL,74.21,75.24,73.49,73.91,73.91,50103526
2020-09-20,AAPL,71.58,72.19,71.15,71.97,71.97,48130286
2020-09-21,AAPL,72.24,72.29,71.7,72.05,72.05,50644744
2020-09-22,AAPL,68.88,69.3,68.04,69.2,69.2,55999287
2020-09-23,AAPL,71.75,71.91,70.26,71.32,71.32,51486674
2020-09-24,AAPL,70.62,71.05,70.35,70.84,70.84,51704162
2020-09-25,AAPL,71.07,71.38,70.22,71.07,71.07,59495541
2020-09-26,AAPL,68.08,69.6,67.14,68.96,68.96,47752345
2020-09-27,AAPL,66.74,67.71,66.23,67.34,67.34,44234895
2020-09-28,AAPL,63.68,64.1,62.74,63.85,63.85,51833599
2020-09-29,AAPL,64.02,64.09,63.21,63.83,63.83,61965715
2020-09-30,AAPL,63.62,64.22,63.34,63.63,63.63,41151972
2020-10-01,AAPL,63.95,64.83,62.39,63.41,63.41,64711703
2020-10-02,AAPL,62.93,63.8,62.55,63.14,63.14,68260097
2020-10-03,AAPL,63.84,65.38,63.46,64.0,64.0,57420953
2020-10-04,AAPL,64.8,65.82,64.36,64.38,64.38,42465821
2020-10-05,AAPL,64.76,66.28,64.67,64.98,64.98,46346784
2020-10-06,AAPL,64.78,65.85,64.0,65.22,65.22,43431057
2020-10-07,AAPL,64.02,64.78,63.39,63.85,63.85,59960476
2020-10-08,AAPL,62.44,63.83,62.24,62.88,62.88,47491669
2020-10-09,AAPL,64.73,65.03,63.16,64.55,64.55,43564817
2020-10-10,AAPL,65.77,65.95,64.75,65.75,65.75,55078357
2020-10-11,AAPL,66.82,67.06,65.9,66.46,66.46,39551908
2020-10-12,AAPL,64.5,65.21,63.71,63.85,63.85,47231867
2020-10-13,AAPL,64.5,65.06,63.86,64.24,64.24,48328782
2020-10-14,AAPL,64.52,65.64,64.21,64.6,64.6,57348777
2020-10-15,AAPL,65.84,65.96,64.61,65.46,65.46,53996879
2020-10-16,AAPL,64.44,64.99,63.64,64.61,64.61,50212715
2020-10-17,AAPL,65.56,65.72,63.31,65.01,65.01,55655096
2020-10-18,AAPL,62.95,63.19,61.91,62.72,62.72,56731813
2020-10-19,AAPL,62.16,62.67,61.63,62.54,62.54,44194765
2020-10-20,AAPL,63.81,64.06,62.52,63.28,63.28,54446026
2020-10-21,AAPL,64.6,64.88,64.59,64.79,64.79,42151016
2020-10-22,AAPL,65.59,65.91,65.01,65.63,65.63,45625416
2020-10-23,AAPL,66.46,67.73,66.19,66.58,66.58,52246847
2020-10-24,AAPL,67.34,69.02,66.31,67.82,67.82,62625841
2020-10-25,AAPL,67.93,68.32,66.95,67.07,67.07,65421099
2020-10-26,AAPL,70.49,71.34,69.05,69.77,69.77,55925269
2020-10-27,AAPL,70.66,71.43,70.65,70.85,70.85,48298153
2020-10-28,AAPL,70.45,71.13,70.15,70.21,70.21,64775300
2020-10-29,AAPL,68.54,69.1,67.26,68.61,68.61,49173193
2020-10-30,AAPL,68.96,69.39,67.74,68.44,68.44,68540925
2020-10-31,AAPL,70.31,70.47,69.44,70.11,70.11,46277932
2020-11-01,AAPL,72.31,73.43,71.29,71.64,71.64,38803825
2020-11-02,AAPL,71.2,72.07,71.1,71.84,71.84,45339634
2020-11-03,AAPL,69.73,70.1,68.73,69.55,69.55,21277377
2020-11-04,AAPL,70.13,71.29,69.19,69.51,69.51,43977879
2020-11-05,AAPL,69.81,70.37,69.28,70.16,70.16,62269332
2020-11-06,AAPL,69.95,70.64,69.37,70.02,70.02,47735211
2020-11-07,AAPL,70.86,71.43,69.48,70.54,70.54,47288763
2020-11-08,AAPL,70.24,72.21,69.62,70.51,70.51,57368438
2020-11-09,AAPL,70.13,70.49,69.01,70.11,70.11,44709473
2020-11-10,AAPL,70.78,71.43,69.82,71.22,71.22,54664299
2020-11-11,AAPL,70.6,72.0,70.08,71.17,71.17,41897475
2020-11-12,AAPL,71.87,72.6,71.41,71.46,71.46,54288165
2020-11-13,AAPL,72.51,72.78,71.85,72.45,72.45,50861438
2020-11-14,AAPL,69.86,71.2,69.23,70.89,70.89,26370675
2020-11-15,AAPL,69.68,71.11,69.45,69.46,69.46,42719970
2020-11-16,AAPL,69.68,70.13,68.66,69.21,69.21,45172564
2020-11-17,AAPL,67.93,69.03,67.67,67.89,67.89,47476464
2020-11-18,AAPL,66.97,68.09,66.91,67.49,67.49,48195200
2020-11-19,AAPL,71.91,72.45,71.5,71.8,71.8,61484457
2020-11-20,AAPL,71.45,72.63,70.97,71.97,71.97,68732977
2020-11-21,AAPL,73.36,74.46,73.31,73.52,73.52,58527736
2020-11-22,AAPL,73.92,74.71,73.16,74.23,74.23,46652246
2020-11-23,AAPL,73.28,73.95,71.77,73.63,73.63,39324670
2020-11-24,AAPL,74.19,74.25,73.34,73.67,73.67,39376064
2020-11-25,AAPL,74.23,75.03,73.35,74.3,74.3,75895636
2020-11-26,AAPL,75.28,75.43,74.9,75.16,75.16,53384838
2020-11-27,AAPL,74.78,75.77,73.97,74.72,74.72,61398785
2020-11-28,AAPL,76.64,78.31,76.17,76.69,76.69,62969945
2020-11-29,AAPL,76.27,77.04,75.63,76.65,76.65,55467335
2020-11-30,AAPL,76.14,76.58,75.44,76.28,76.28,66153756
2020-12-01,AAPL,76.25,77.41,75.04,75.79,75.79,45683796
2020-12-02,AAPL,76.4,77.1,76.15,76.4,76.4,38209602
2020-12-03,AAPL,78.04,78.38,77.82,78.22,78.22,47410950
2020-12-04,AAPL,78.95,79.83,77.89,79.14,79.14,51263795
2020-12-05,AAPL,81.79,82.76,81.37,82.21,82.21,51795817
2020-12-06,AAPL,82.99,83.51,81.86,82.78,82.78,54098186
2020-12-07,AAPL,82.66,84.23,82.27,82.38,82.38,40254706
2020-12-08,AAPL,84.16,86.04,83.44,84.21,84.21,44646718
2020-12-09,AAPL,84.19,84.35,83.46,84.05,84.05,45645136
2020-12-10,AAPL,84.81,85.54,84.29,84.92,84.92,40645612
2020-12-11,AAPL,86.53,87.46,86.21,86.76,86.76,68381836
2020-12-12,AAPL,86.22,86.39,85.96,86.37,86.37,57999419
2020-12-13,AAPL,83.14,84.47,82.35,83.58,83.58,67106133
2020-12-14,AAPL,83.34,83.47,82.37,83.41,83.41,40726468
2020-12-15,AAPL,84.21,84.64,83.65,83.8,83.8,60010460
2020-12-16,AAPL,79.54,80.06,77.82,79.27,79.27,55112025
2020-12-17,AAPL,81.4,82.23,80.08,81.45,81.45,63149144
2020-12-18,AAPL,84.44,84.5,82.78,84.12,84.12,47539375
2020-12-19,AAPL,83.6,83.75,82.6,82.7,82.7,55514853
2020-12-20,AAPL,83.48,84.0,82.62,82.78,82.78,42575294
2020-12-21,AAPL,80.34,80.62,80.0,80.59,80.59,43075790
2020-12-22,AAPL,78.29,79.5,77.7,78.32,78.32,50824397
2020-12-23,AAPL,75.92,76.61,75.68,76.04,76.04,63404504
2020-12-24,AAPL,73.23,73.35,72.7,73.19,73.19,52131966
2020-12-25,AAPL,71.97,72.66,71.2,72.09,72.09,50213116
2020-12-26,AAPL,74.81,75.36,73.67,74.83,74.83,31968603
2020-12-27,AAPL,72.56,72.93,71.31,72.46,72.46,58950383
2020-12-28,AAPL,71.81,72.97,71.12,71.76,71.76,47314693
2020-12-29,AAPL,69.72,70.99,69.57,70.48,70.48,40128204
2020-12-30,AAPL,70.32,70.48,69.84,70.3,70.3,51686546
2020-12-31,AAPL,70.53,71.92,70.46,70.92,70.92,50188496
2021-01-01,AAPL,72.0,72.69,71.71,71.92,71.92,43875626
2021-01-02,AAPL,72.03,72.52,72.0,72.44,72.44,47918831
2021-01-03,AAPL,71.57,72.65,71.51,72.25,72.25,51598563
2021-01-04,AAPL,71.22,71.83,70.08,70.77,70.77,54271943
2021-01-05,AAPL,70.48,71.32,69.21,69.85,69.85,60005823
2021-01-06,AAPL,69.4,69.57,68.72,68.92,68.92,52603218
2021-01-07,AAPL,69.01,69.56,67.53,68.73,68.73,63043402
2021-01-08,AAPL,66.79,67.54,65.72,66.45,66.45,45891857
2021-01-09,AAPL,64.91,65.18,64.4,64.98,64.98,63103087
2021-01-10,AAPL,66.6,66.93,65.48,66.79,66.79,41941299
2021-01-11,AAPL,68.63,69.48,67.68,68.08,68.08,49735942
2021-01-12,AAPL,68.19,68.75,67.86,68.46,68.46,49855477
2021-01-13,AAPL,69.21,69.51,69.13,69.21,69.21,49116370
2021-01-14,AAPL,68.61,69.8,68.22,68.7,68.7,47045196
2021-01-15,AAPL,69.54,70.47,69.28,69.66,69.66,48926978
2021-01-16,AAPL,69.73,71.07,68.89,70.28,70.28,51429430
2021-01-17,AAPL,73.53,73.99,72.35,72.71,72.71,31989422
2021-01-18,AAPL,71.64,72.37,71.52,71.93,71.93,45279094
2021-01-19,AAPL,69.34,70.08,68.91,69.08,69.08,70740826
2021-01-20,AAPL,66.95,68.0,66.21,67.81,67.81,69583474
2021-01-21,AAPL,66.3,66.61,66.07,66.14,66.14,76443433
